,name,playtime,number of platforms,platforms,number of stores,stores,genres,release date,rating,max rating,rating count,metacritic score,added
6878,Booty and Drunkards Dizzy Ocean,0,1,['PC'],1,['itch.io'],"['Strategy', 'Adventure']",2019-02-24,0.0,0,0,,
6879,"Go home Carl, you're drunk",0,1,['PC'],1,['itch.io'],['Simulation'],2019-02-24,0.0,0,0,,
6880,Expectation Break,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Platformer'],2019-02-24,0.0,0,0,,
6881,ShireYork,0,1,['Web'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6882,Clusterstuck!,0,1,['Web'],1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6883,Drunk Visit,0,1,['PC'],1,['itch.io'],['Platformer'],2019-02-24,0.0,0,0,,
6884,Alakajam 5: Burn The Witch,0,2,"['PC', 'Linux']",1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6885,Slime Escape (osek),0,1,['Web'],1,['itch.io'],['Puzzle'],2019-02-24,0.0,0,0,,
6886,The Adventures of Penguin,0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure']",2019-02-24,0.0,0,0,,
6887,Cube World (itch) (osis),0,1,['Web'],1,['itch.io'],['Puzzle'],2019-02-24,0.0,0,0,,
6888,Simple Simon,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-24,0.0,0,0,,
6889,I'll-Pack-A Barge,0,1,['PC'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6890,Sneakers and an Oversized Hoodie,0,1,['Apple Macintosh'],1,['itch.io'],['Platformer'],2019-02-24,0.0,0,0,,
6891,Defend the earth 2,0,1,['PC'],1,['itch.io'],"['Shooter', 'Platformer', 'Action']",2019-02-24,0.0,0,0,,
6892,Strategic Depth,0,1,['PC'],1,['itch.io'],['Strategy'],2019-02-24,0.0,0,0,,
6893,Pizza Time (BeazleBee),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6894,Imagine (Danny Hawk),0,1,['Web'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6895,Bolso Origins,0,2,"['PC', 'Android']",1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6896,Frankie Error,0,1,['PC'],1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6897,Fist,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Adventure', 'Action']",2019-02-23,0.0,0,0,,
6898,BlindedByLight,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6899,A Bottle of Memory,0,1,['Web'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6900,Bartolo the dog,0,1,['Web'],1,['itch.io'],['Platformer'],2019-02-23,0.0,0,0,,
6901,Lord Winklebottom Investigates Demo,0,1,['PC'],1,['itch.io'],['Adventure'],2019-02-23,0.0,0,0,,
6902,Hortlak,0,1,['PC'],1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6903,makeBed(),0,1,['Web'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6904,mini plant defender,0,1,['PC'],1,['itch.io'],['Strategy'],2019-02-23,0.0,0,0,,
6905,SpaceHook Championship,0,1,['PC'],1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6906,Hammerdwarf,0,1,['PC'],1,['itch.io'],['Platformer'],2019-02-23,0.0,0,0,,
6907,Operation Escape! (50ScaleX),0,2,"['PC', 'Android']",1,['itch.io'],['Adventure'],2019-02-23,0.0,0,0,,
6908,Salty Piranha,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6909,Lonely Cabin,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-02-23,0.0,0,0,,
6910,Snake Dual,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6911,Made of plastic,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6912,Bard Stories - The Warden's Relics,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6913,The Wardrobe Scrolls: Płaskoziemie,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6914,Abandoned (itch) (Jajaben),0,1,['PC'],1,['itch.io'],"['Shooter', 'Adventure', 'Puzzle']",2019-02-23,0.0,0,0,,
6915,Super Jack Jump:Platform Adventure,0,1,['Android'],1,['itch.io'],"['Platformer', 'Adventure']",2019-02-23,0.0,0,0,,
6916,I <3 DIS CUBE,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6917,The Love Machine Learns To Love,0,1,['PC'],1,['itch.io'],['Shooter'],2019-02-23,0.0,0,0,,
6918,Sightless (mdsitton),0,1,['PC'],1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6919,Love Full House,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-02-23,0.0,0,0,,
6920,Prupru,0,3,"['PC', 'Linux', 'Web']",1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6921,Leaps Of Faith,0,1,['PC'],1,['itch.io'],['Platformer'],2019-02-23,0.0,0,0,,
6922,Heart Out,0,1,['Web'],1,['itch.io'],['Platformer'],2019-02-23,0.0,0,0,,
6923,Broken and Alone,0,1,['Web'],1,['itch.io'],['Adventure'],2019-02-23,0.0,0,0,,
6924,Love is Blind (Arthalor),0,2,"['PC', 'Linux']",1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6925,Do It For Me,0,2,"['PC', 'Web']",1,['itch.io'],['Platformer'],2019-02-23,0.0,0,0,,
6926,BlackOutLove,0,1,['Web'],1,['itch.io'],['Adventure'],2019-02-23,0.0,0,0,,
6927,Love is Blind - Blind Fall,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6928,The Colt,0,1,['Web'],1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6929,Last Choice,0,2,"['PC', 'Web']",1,['itch.io'],['Adventure'],2019-02-23,0.0,0,0,,
6930,Blindsided,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure']",2019-02-23,0.0,0,0,,
6931,A path of Arrows,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6932,Blind Pursuit,0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-02-23,0.0,0,0,,
6933,Blind Man's Best Friend,0,1,['Web'],1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6934,Leap Of Faith (darkclaw89),0,1,['Web'],1,['itch.io'],['Platformer'],2019-02-23,0.0,0,0,,
6935,Enigma (itch) (Knooblegooble),0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6936,Love Potion,0,3,"['PC', 'Linux', 'Web']",1,['itch.io'],"['Platformer', 'Adventure', 'Puzzle']",2019-02-23,0.0,0,0,,
6937,Sightless (AbsurdWaffle),0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],"['Shooter', 'Action']",2019-02-23,0.0,0,0,,
6938,Roman Developer Build 01,0,2,"['Android', 'Web']",1,['itch.io'],"['Platformer', 'Adventure', 'Action']",2019-02-23,0.0,0,0,,
6939,Lazy Cupid,0,2,"['PC', 'Web']",1,['itch.io'],[],2019-02-23,0.0,0,0,,
6940,Love Is Blind (Press Pause),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6941,Bound2,0,2,"['PC', 'Web']",1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6942,ShooYourlovE,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-02-23,0.0,0,0,,
6943,"Love Is Blind (knh190, Penca53, Kaideu)",0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Adventure'],2019-02-23,0.0,0,0,,
6944,"HeartBound (itch) (ankittanwar456, greygravel)",0,1,['Web'],1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6945,Clipping,0,1,['PC'],1,['itch.io'],['Action'],2019-02-23,0.0,0,0,,
6946,Run After Him!,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],"['Platformer', 'Adventure']",2019-02-23,0.0,0,0,,
6947,Synth01,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action', 'RPG']",2019-02-23,0.0,0,0,,
6948,MEET THE BLIND,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6949,Lovebyrinth,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6950,The Company,0,1,['Web'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6951,Loving Blindly,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Platformer'],2019-02-23,0.0,0,0,,
6952,Doctor Amor's Love Factory,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Simulation'],2019-02-23,0.0,0,0,,
6953,It Takes a Village,0,1,['PC'],1,['itch.io'],['Simulation'],2019-02-23,0.0,0,0,,
6954,Make a Weird Heart,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-02-23,0.0,0,0,,
6955,Lovers In the Crowd,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6956,Punching Things!,0,1,['PC'],1,['itch.io'],"['Action', 'Fighting']",2019-02-23,0.0,0,0,,
6957,Insecurities,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure']",2019-02-23,0.0,0,0,,
6958,Blind Dating,0,1,['Web'],1,['itch.io'],['Simulation'],2019-02-23,0.0,0,0,,
6959,Dresden Files: The Beast,0,1,['PC'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6960,Love is blind but you're here to help,0,1,['Web'],1,['itch.io'],[],2019-02-23,0.0,0,0,,
6961,Last Pic,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-23,0.0,0,0,,
6962,CursedLove,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure']",2019-02-23,0.0,0,0,,
6963,Follovers,0,2,"['PC', 'Web']",1,['itch.io'],[],2019-02-23,0.0,0,0,,
6964,Kube,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Strategy', 'Adventure', 'Puzzle']",2019-02-23,0.0,0,0,,
6965,Cupid's dawn,0,1,['Web'],1,['itch.io'],['Strategy'],2019-02-23,0.0,0,0,,
6966,Black Sheep Farm,0,2,"['Android', 'Web']",1,['itch.io'],['Strategy'],2019-02-23,0.0,0,0,,
6967,Wildcard Willies *,0,1,['Android'],1,['itch.io'],['Simulation'],2019-02-23,0.0,0,0,,
6968,ChocoBlind,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-02-23,0.0,0,0,,
6969,Cherry Crosswind And Grandma,0,1,['PC'],1,['itch.io'],"['Simulation', 'Puzzle']",2019-02-22,0.0,0,0,,
6970,Love is Blind (Sivasanjeevi),0,1,['PC'],1,['itch.io'],['Strategy'],2019-02-22,0.0,0,0,,
6971,Significant Otter,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-22,0.0,0,0,,
6972,FireLust (Technolation),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-22,0.0,0,0,,
6973,The Punisher: I N F I N I T Y,0,1,['Web'],1,['itch.io'],['Action'],2019-02-22,0.0,0,0,,
6974,Laser Turret Duel,0,1,['Web'],1,['itch.io'],[],2019-02-22,0.0,0,0,,
6975,Echo Far Away,0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-02-22,0.0,0,0,,
6976,Blind Affection,0,1,['Web'],1,['itch.io'],"['Platformer', 'Puzzle']",2019-02-22,0.0,0,0,,
6977,Such a good son,0,1,['PC'],1,['itch.io'],[],2019-02-22,0.0,0,0,,
6978,I Was Hacked!,0,1,['Web'],1,['itch.io'],"['Shooter', 'Action']",2019-02-22,0.0,0,0,,
6979,John - the Valentine's day Blind Fighter at Mall,0,1,['PC'],1,['itch.io'],['Action'],2019-02-22,0.0,0,0,,
6980,The Last Thing She Saw,0,1,['PC'],1,['itch.io'],['Platformer'],2019-02-22,0.0,0,0,,
6981,Cupid's Last Stand,0,2,"['PC', 'Linux']",1,['itch.io'],"['Action', 'Puzzle']",2019-02-22,0.0,0,0,,
6982,Fracachef,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-02-22,0.0,0,0,,
6983,BEFORE LOVE WAS BLIND,0,2,"['PC', 'Web']",1,['itch.io'],"['Platformer', 'Adventure', 'Puzzle']",2019-02-22,0.0,0,0,,
6984,Mars Command,0,1,['PC'],1,['itch.io'],['Action'],2019-02-22,0.0,0,0,,
6985,Listen to your heart,0,2,"['PC', 'Web']",1,['itch.io'],['Puzzle'],2019-02-22,0.0,0,0,,
6986,Galactic Starbattle,0,1,['PC'],1,['itch.io'],['Strategy'],2019-02-22,0.0,0,0,,
6987,Final Journey,0,2,"['PC', 'Web']",1,['itch.io'],['Adventure'],2019-02-22,0.0,0,0,,
6988,True Love (itch) (ASK STUDIOUS),0,1,['PC'],1,['itch.io'],['Platformer'],2019-02-22,0.0,0,0,,
6989,Heart Search,0,1,['PC'],1,['itch.io'],[],2019-02-22,0.0,0,0,,
6990,Rumble Stumble Tumble,0,1,['Web'],1,['itch.io'],"['Platformer', 'Action']",2019-02-22,0.0,0,0,,
6991,Goddess of Love,0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure']",2019-02-22,0.0,0,0,,
6992,Quin-T v0.1.02,0,1,['Web'],1,['itch.io'],['Adventure'],2019-02-22,0.0,0,0,,
6993,Save the village chief,0,1,['PC'],1,['Steam'],['RPG'],2019-01-28,0.0,0,0,,
6994,Tanks on the Eastern Front,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Action']",2019-02-18,0.0,0,0,,
6995,Eggys Games Flash Collection,0,1,['PC'],1,['Steam'],"['Adventure', 'Action', 'RPG', 'Casual', 'Strategy', 'Indie']",2019-01-31,0.0,0,0,,
6996,Runa's School Story,0,2,"['PC', 'Apple Macintosh']",1,['Steam'],"['Casual', 'Indie']",2019-02-01,0.0,0,0,,
6997,PlayStation VR Demo Disc 3,0,1,['PlayStation'],1,['PlayStation Store'],[],2019-01-16,0.0,0,0,,
6998,Sausage Flip,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Casual', 'Arcade', 'Action']",2019-01-09,0.0,0,0,,
6999,Mobile Royale,0,1,['iOS'],1,['App Store'],"['Strategy', 'RPG']",2019-01-14,0.0,0,0,,
7000,Huuuge Stars,0,1,['iOS'],1,['App Store'],['Card'],2019-01-03,0.0,0,0,,
7001,Furiends,0,1,['iOS'],1,['App Store'],['Simulation'],2019-01-10,0.0,0,0,,
7002,Sync Up!,0,1,['iOS'],1,['App Store'],['Family'],2019-01-04,0.0,0,0,,
7003,Fishing Universe Simulator,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-01-24,0.0,0,0,,
7004,My Exotic Farm 2018,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-01-17,0.0,0,0,,
7005,My Arctic Farm 2018,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-01-17,0.0,0,0,,
7006,The Plan (itch) (HolstMaria),0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-17,0.0,0,0,,
7007,Mind Games (itch) (SoItsMaestro),0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-01-17,0.0,0,0,,
7008,Mice While It Lasted,0,2,"['PC', 'Web']",1,['itch.io'],[],2019-01-17,0.0,0,0,,
7009,Forgotten (Angelo_the_Warmonger),0,1,['PC'],1,['itch.io'],[],2019-01-17,0.0,0,0,,
7010,Bellyrinth,0,1,['PC'],1,['itch.io'],"['Educational', 'Adventure']",2019-01-17,0.0,0,0,,
7011,Kapı,0,1,['PC'],1,['itch.io'],[],2019-01-17,0.0,0,0,,
7012,Dream Snatcher,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-17,0.0,0,0,,
7013,The Shershire Adventure: Nearing The Shadows,0,1,['PC'],1,['itch.io'],['RPG'],2019-01-17,0.0,0,0,,
7014,The Galactic Coliseum,0,1,['PC'],1,['itch.io'],['Fighting'],2019-01-17,0.0,0,0,,
7015,PopBlop,0,1,['PC'],1,['itch.io'],[],2019-01-17,0.0,0,0,,
7016,Memo (Okkoo),0,1,['PC'],1,['itch.io'],[],2019-01-17,0.0,0,0,,
7017,Re.Draw,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-01-17,0.0,0,0,,
7018,Haunted Valley,0,1,['PC'],1,['itch.io'],[],2019-01-17,0.0,0,0,,
7019,The Golem - Level of the Day January 17th 2019,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-01-17,0.0,0,0,,
7020,Jump Jump (GGTZEA),0,1,['Web'],1,['itch.io'],['Platformer'],2019-01-17,0.0,0,0,,
7021,Temperature Mission,0,1,['Web'],1,['itch.io'],[],2019-01-17,0.0,0,0,,
7022,Burg,0,1,['PC'],1,['itch.io'],[],2019-01-17,0.0,0,0,,
7023,Sneaky Boi,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-16,0.0,0,0,,
7024,ColorFloor,0,1,['Web'],1,['itch.io'],"['Shooter', 'Fighting']",2019-01-16,0.0,0,0,,
7025,Square UP,0,1,['PC'],1,['itch.io'],"['Platformer', 'Puzzle']",2019-01-16,0.0,0,0,,
7026,Legerdemain,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['RPG'],2019-01-15,0.0,0,0,,
7027,Hunt For Vengeance,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Shooter'],2019-01-16,0.0,0,0,,
7028,A Praga do Algodão,0,1,['Web'],1,['itch.io'],['Adventure'],2019-01-16,0.0,0,0,,
7029,Heavy load,0,1,['PC'],1,['Steam'],"['Indie', 'Action']",2019-11-13,0.0,0,0,,
7030,Chronicles of Asvilias - O Retorno da Rainha - PTBR - ALPHA,0,1,['PC'],1,['itch.io'],"['Adventure', 'RPG']",2019-02-09,0.0,0,0,,
7031,Tom's Nightmare,0,1,['PC'],1,['itch.io'],['RPG'],2019-02-09,0.0,0,0,,
7032,Le Grand Jeu de Vincent,0,1,['Web'],1,['itch.io'],[],2019-02-09,0.0,0,0,,
7033,StarCraft 2 League Table,0,1,['PC'],1,['itch.io'],['Strategy'],2019-02-09,0.0,0,0,,
7034,Death on Wheels,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Action'],2019-02-08,0.0,0,0,,
7035,Project Space (SosnaK),0,1,['Web'],1,['itch.io'],[],2019-02-08,0.0,0,0,,
7036,Boxes (HWZ Crystal Storm),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-08,0.0,0,0,,
7037,Forkknife (PeakWolf),0,1,['PC'],1,['itch.io'],['Action'],2019-02-08,0.0,0,0,,
7038,Nekomancer (reegomes),0,1,['PC'],1,['itch.io'],"['Platformer', 'Puzzle']",2019-02-08,0.0,0,0,,
7039,Bachelandia,0,1,['Web'],1,['itch.io'],['Racing'],2019-02-08,0.0,0,0,,
7040,Trinarum,0,1,['PC'],1,['itch.io'],['Action'],2019-02-08,0.0,0,0,,
7041,Coffee Dash,0,1,['PC'],1,['itch.io'],['Platformer'],2019-02-08,0.0,0,0,,
7042,PinBall Game 2.0 ( PBG 2.0 Alpha ),0,2,"['PC', 'Linux']",1,['itch.io'],['Action'],2019-02-08,0.0,0,0,,
7043,PolyCube 2,0,1,['PC'],1,['itch.io'],[],2019-02-08,0.0,0,0,,
7044,Point of View,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-08,0.0,0,0,,
7045,Relax spider,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Platformer'],2019-02-08,0.0,0,0,,
7046,Safe Zone (Post-Jam),0,2,"['PC', 'Web']",1,['itch.io'],"['Platformer', 'Adventure']",2019-02-08,0.0,0,0,,
7047,PopUp,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-08,0.0,0,0,,
7048,Digity's Dream,0,1,['PC'],1,['itch.io'],[],2019-02-08,0.0,0,0,,
7049,Lost Rocket,0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-02-08,0.0,0,0,,
7050,MoonLander (chandlercook),0,1,['Web'],1,['itch.io'],[],2019-02-08,0.0,0,0,,
7051,Crystal Blast,0,1,['PC'],1,['itch.io'],['Action'],2019-02-08,0.0,0,0,,
7052,Fire and Barrel (2018),0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-02-08,0.0,0,0,,
7053,surpa maroe braos,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure', 'Action']",2019-02-08,0.0,0,0,,
7054,Skibs (itch),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Action'],2019-02-08,0.0,0,0,,
7055,"Castaway (Sergio Rovira, Soryu16, aarquea)",0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure', 'Puzzle']",2019-02-08,0.0,0,0,,
7056,SuperShooter (itch),0,1,['Web'],1,['itch.io'],[],2019-02-07,0.0,0,0,,
7057,Narco Strike,0,1,['PC'],1,['Steam'],"['Adventure', 'Action']",2019-03-01,0.0,0,0,,
7058,Rollossus,0,1,['PC'],1,['Steam'],"['Indie', 'Adventure', 'Action']",2019-03-01,0.0,0,0,,
7059,Shop Battle,0,1,['PC'],1,['Steam'],['Action'],2019-02-25,0.0,0,0,,
7060,Steam and Silk,0,1,['PC'],1,['Steam'],"['Adventure', 'Casual', 'Strategy', 'Simulation', 'Indie']",2019-02-27,0.0,0,0,,
7061,Tahko Alpine Ski,0,1,['PC'],1,['Steam'],"['Casual', 'Simulation', 'Sports']",2019-02-25,0.0,0,0,,
7062,Battle Kaola Rogue,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Action', 'RPG']",2019-02-21,0.0,0,0,,
7063,Poly Defense,0,1,['PC'],1,['Steam'],"['Casual', 'Strategy', 'Indie', 'Action']",2019-02-28,0.0,0,0,,
7064,GORSD,0,1,['PC'],1,['Steam'],"['Indie', 'Adventure', 'Action']",2019-02-12,0.0,0,0,,
7065,Hookshot,0,1,['PC'],1,['Steam'],"['Casual', 'Indie']",2019-02-25,0.0,0,0,,
7066,Space Bound,0,1,['PC'],1,['Steam'],"['Strategy', 'Indie', 'Action']",2019-03-05,0.0,0,0,,
7067,Nogalious MSX,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Adventure', 'Action']",2019-02-28,0.0,0,0,,
7068,Super Orb Collector,0,1,['PC'],1,['Steam'],"['Casual', 'Indie']",2019-02-25,0.0,0,0,,
7069,Grove flowers,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Adventure', 'Simulation']",2019-02-28,0.0,0,0,,
7070,Super Bubble Shooting,0,1,['iOS'],1,['App Store'],"['Arcade', 'Puzzle']",2019-03-20,0.0,0,0,,
7071,War Shooting Survival,0,1,['iOS'],1,['App Store'],"['Action', 'RPG']",2019-04-15,0.0,0,0,,
7072,Conquer The Sky: Monster Truck,0,1,['iOS'],1,['App Store'],"['Adventure', 'Sports']",2019-03-12,0.0,0,0,,
7073,Border War: Frontline Fury Att,0,1,['iOS'],1,['App Store'],"['Strategy', 'Action']",2019-03-18,0.0,0,0,,
7074,Driving Bus Student:City Road,0,1,['iOS'],1,['App Store'],"['Adventure', 'Simulation']",2019-03-02,0.0,0,0,,
7075,Experience Dino Forest Shootin,0,1,['iOS'],1,['App Store'],"['Action', 'RPG']",2019-03-11,0.0,0,0,,
7076,Shooting Ship: Navy Engineer U,0,1,['iOS'],1,['App Store'],"['Adventure', 'Action']",2019-03-06,0.0,0,0,,
7077,X War Fighting:Dump Break Wall,0,1,['iOS'],1,['App Store'],"['Strategy', 'Action']",2019-03-05,0.0,0,0,,
7078,Derby Sports Champion: Excitin,0,1,['iOS'],1,['App Store'],"['Action', 'RPG']",2019-03-02,0.0,0,0,,
7079,Green Field Driving: Smooth Ca,0,1,['iOS'],1,['App Store'],"['Racing', 'Adventure']",2019-03-06,0.0,0,0,,
7080,Dancing Road,0,1,['iOS'],1,['App Store'],"['Casual', 'Arcade']",2019-02-13,0.0,0,0,,
7081,Car Escape Maze Mystery 2,0,1,['iOS'],1,['App Store'],"['Adventure', 'Simulation']",2019-02-11,0.0,0,0,,
7082,Driving Train: Relaxing Journe,0,1,['iOS'],1,['App Store'],"['Adventure', 'Simulation']",2019-03-03,0.0,0,0,,
7083,FPS Special Critical Mission,0,1,['iOS'],1,['App Store'],"['Action', 'RPG']",2019-03-14,0.0,0,0,,
7084,Paintball Shooter Fighting,0,1,['iOS'],1,['App Store'],"['Arcade', 'Casual', 'Adventure']",2019-02-12,0.0,0,0,,
7085,Granny House Horror Survival,0,1,['iOS'],1,['App Store'],"['Arcade', 'Puzzle']",2019-01-22,0.0,0,0,,
7086,Car Race Legends,0,1,['iOS'],1,['App Store'],"['Casual', 'Racing', 'Arcade']",2019-04-08,0.0,0,0,,
7087,Happy Water Glass: Brain Game,0,1,['iOS'],1,['App Store'],"['Arcade', 'Board Games']",2019-01-11,0.0,0,0,,
7088,Amazing Bubble Explore 19,0,1,['iOS'],1,['App Store'],"['Family', 'Arcade']",2019-04-03,0.0,0,0,,
7089,Flying Sea Stunts 3D,0,1,['iOS'],1,['App Store'],"['Adventure', 'Simulation']",2019-03-05,0.0,0,0,,
7090,Army Sniper Shooting: Theft Gu,0,1,['iOS'],1,['App Store'],"['Adventure', 'Action']",2019-02-15,0.0,0,0,,
7091,Racing Car Win Deadly Trails,0,1,['iOS'],1,['App Store'],"['Racing', 'Sports']",2019-02-23,0.0,0,0,,
7092,Contract Killer: Sniper Assass,0,1,['iOS'],1,['App Store'],"['Strategy', 'Action']",2019-02-02,0.0,0,0,,
7093,Army Destroy Robber Over Villa,0,1,['iOS'],1,['App Store'],"['Strategy', 'Action']",2019-02-16,0.0,0,0,,
7094,Zombies Deadly Target,0,1,['iOS'],1,['App Store'],"['Arcade', 'Action']",2019-04-09,0.0,0,0,,
7095,Drive Heavy Machines Construct,0,1,['iOS'],1,['App Store'],"['Adventure', 'RPG']",2019-03-11,0.0,0,0,,
7096,City Hunting:Sniper Mission 19,0,1,['iOS'],1,['App Store'],"['Action', 'RPG']",2019-04-14,0.0,0,0,,
7097,Sketch Masters,0,1,['iOS'],1,['App Store'],['Arcade'],2019-02-01,0.0,0,0,,
7098,GoalMaster!,0,1,['iOS'],1,['App Store'],"['Arcade', 'Sports']",2019-02-07,0.0,0,0,,
7099,Slope Challenge,0,1,['iOS'],1,['App Store'],"['Racing', 'Arcade']",2019-02-06,0.0,0,0,,
7100,Move The Hole,0,1,['iOS'],1,['App Store'],"['Arcade', 'Action']",2019-02-06,0.0,0,0,,
7101,Fly Ace,0,1,['iOS'],1,['App Store'],"['Arcade', 'Action']",2019-02-02,0.0,0,0,,
7102,Wrecking Ball Rush,0,1,['iOS'],1,['App Store'],"['Racing', 'Arcade']",2019-02-01,0.0,0,0,,
7103,Fantasy Town Life:Cooking Shop,0,1,['iOS'],1,['App Store'],"['RPG', 'Simulation']",2019-01-12,0.0,0,0,,
7104,Afterward (Far Away Times),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-02-15,0.0,0,0,,
7105,Howling For Home,0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure']",2019-02-15,0.0,0,0,,
7106,Demon Wraith (Alpha Demo),0,1,['PC'],1,['itch.io'],[],2019-02-15,0.0,0,0,,
7107,Intrepid (itch) (Miskatonic Studio),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Puzzle'],2019-02-15,0.0,0,0,,
