,name,playtime,number of platforms,platforms,number of stores,stores,genres,release date,rating,max rating,rating count,metacritic score,added,month
458,Rune 2,0,1,['PC'],2,"['Steam', 'Epic Games']","['Action', 'RPG']",2019-11-12,2.43,3,6,,"{'yet': 6, 'owned': 6, 'beaten': 2, 'toplay': 19, 'dropped': 6, 'playing': 1}",11
460,Rainswept,1,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']","['Indie', 'Adventure']",2019-01-31,3.67,5,8,,"{'yet': 4, 'owned': 19, 'beaten': 6, 'toplay': 9, 'dropped': 2}",1
462,Super Monkey Ball: Banana Blitz HD,1,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Platformer', 'Action']",2019-10-29,3.0,4,8,,"{'yet': 2, 'owned': 17, 'beaten': 1, 'toplay': 12, 'dropped': 3, 'playing': 5}",10
463,Fantasy Girl,1,1,['PC'],1,['Steam'],"['Adventure', 'RPG', 'Casual', 'Strategy', 'Simulation']",2019-05-01,3.0,4,6,,"{'yet': 2, 'owned': 34, 'beaten': 3}",5
466,Jump King,3,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']","['Indie', 'Adventure', 'Action']",2019-05-02,3.73,4,11,,"{'yet': 2, 'owned': 28, 'toplay': 3, 'dropped': 5, 'playing': 1}",5
467,The Touryst,0,1,['Nintendo'],1,['Nintendo Store'],"['Adventure', 'Action']",2019-11-14,3.27,4,11,79.0,"{'yet': 2, 'owned': 5, 'beaten': 4, 'toplay': 23, 'dropped': 4}",11
472,Crystar,3,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']","['Action', 'RPG']",2019-08-27,3.67,3,6,,"{'yet': 2, 'owned': 23, 'beaten': 1, 'toplay': 7, 'dropped': 3, 'playing': 2}",8
473,Irony Curtain: From Matryoshka with Love,4,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']","['Indie', 'Adventure']",2019-06-25,4.0,4,8,,"{'yet': 4, 'owned': 20, 'beaten': 4, 'toplay': 8, 'dropped': 1, 'playing': 1}",6
474,Football Game,2,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",['Adventure'],2019-11-05,3.12,4,8,,"{'owned': 28, 'beaten': 6, 'toplay': 3, 'dropped': 1}",11
477,Vacation Simulator,4,3,"['PC', 'PlayStation', 'iOS']",3,"['Steam', 'PlayStation Store', 'App Store']","['Adventure', 'Action', 'RPG', 'Simulation']",2019-04-09,4.0,5,7,,"{'yet': 1, 'owned': 24, 'beaten': 2, 'toplay': 6, 'dropped': 4}",4
480,Hentai Nazi,3,1,['PC'],1,['Steam'],"['Indie', 'Action']",2019-11-27,1.86,1,7,,"{'owned': 28, 'beaten': 4, 'toplay': 1, 'dropped': 3}",11
484,Oceanhorn 2: Knights of the Lost Realm,0,4,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh']",1,['App Store'],"['Adventure', 'Action']",2019-09-19,3.64,4,11,73.0,"{'yet': 4, 'owned': 4, 'beaten': 3, 'toplay': 14, 'dropped': 9, 'playing': 2}",9
494,pubg.4all.cool,0,1,['Web'],1,['itch.io'],['Action'],2019-03-28,3.38,5,12,,"{'yet': 1, 'owned': 12, 'toplay': 19, 'playing': 2}",3
495,Super Kirby Clash,0,1,['Nintendo'],1,['Nintendo Store'],"['Platformer', 'Action']",2019-09-05,3.08,3,13,,"{'yet': 6, 'owned': 2, 'toplay': 4, 'dropped': 18, 'playing': 4}",9
505,Metro Exodus: The Two Colonels,0,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']","['Shooter', 'Action']",2019-08-20,4.08,4,12,,"{'yet': 8, 'owned': 5, 'beaten': 11, 'toplay': 8, 'dropped': 1}",8
511,Himno,0,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Casual', 'Indie', 'Adventure']",2019-04-12,3.22,4,8,,"{'yet': 2, 'owned': 17, 'beaten': 7, 'dropped': 5, 'playing': 1}",4
520,Grindstone,0,2,"['iOS', 'Apple Macintosh']",1,['App Store'],['Puzzle'],2019-09-19,4.19,4,15,,"{'yet': 2, 'owned': 6, 'beaten': 3, 'toplay': 5, 'dropped': 12, 'playing': 3}",9
529,Super Naughty Maid 2,1,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Simulation']",2019-06-21,2.57,1,7,,"{'yet': 2, 'owned': 18, 'beaten': 2, 'toplay': 7, 'dropped': 1}",6
531,What Never Was,0,1,['PC'],2,"['Steam', 'itch.io']","['Indie', 'Adventure', 'Puzzle']",2019-01-10,3.75,4,7,,"{'yet': 4, 'owned': 4, 'beaten': 12, 'toplay': 7, 'dropped': 2}",1
534,Tools Up!,5,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Xbox Store']","['Casual', 'Indie', 'Action']",2019-12-03,3.67,4,6,,"{'yet': 1, 'owned': 19, 'beaten': 4, 'toplay': 3, 'dropped': 1, 'playing': 1}",12
537,1000 days to escape,2,2,"['PC', 'iOS']",2,"['Steam', 'App Store']","['Casual', 'Indie', 'Simulation']",2019-07-25,3.67,3,6,,"{'owned': 24, 'beaten': 5}",7
542,YIIK: A Postmodern RPG,1,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store', 'itch.io']","['Indie', 'RPG']",2019-01-17,1.86,1,7,,"{'yet': 4, 'owned': 6, 'beaten': 2, 'toplay': 13, 'dropped': 3}",1
543,Borderlands 2: Commander Lilith & the Fight for Sanctuary,0,3,"['PC', 'PlayStation', 'Xbox']",None,None,"['Action', 'RPG']",2019-06-09,3.5,4,14,,"{'yet': 3, 'owned': 6, 'beaten': 12, 'toplay': 6, 'dropped': 1}",6
544,Pokémon Masters,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Adventure', 'RPG']",2019-08-29,2.82,3,22,,"{'yet': 1, 'owned': 5, 'beaten': 1, 'dropped': 20, 'playing': 1}",8
548,Gacha Life 2,0,1,['Android'],1,['itch.io'],[],2019-09-30,4.18,5,16,,"{'yet': 1, 'owned': 16, 'toplay': 5, 'playing': 6}",9
550,Awesome Pea,0,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Indie', 'Adventure', 'Action']",2019-03-01,2.71,3,7,,"{'yet': 1, 'owned': 20, 'toplay': 2, 'dropped': 4}",3
554,Fitness Boxing,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-01-04,3.85,4,13,,"{'yet': 1, 'owned': 3, 'beaten': 4, 'toplay': 4, 'dropped': 3, 'playing': 12}",1
560,HEPTAGON,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Action'],2019-05-30,4.14,5,14,,"{'yet': 2, 'owned': 18, 'beaten': 1, 'toplay': 2, 'dropped': 2, 'playing': 1}",5
562,BOX BOY! + BOX GIRL!,0,1,['Nintendo'],1,['Nintendo Store'],"['Platformer', 'Action', 'Puzzle']",2019-04-26,4.0,4,11,,"{'yet': 1, 'owned': 5, 'beaten': 6, 'toplay': 5, 'dropped': 1, 'playing': 8}",4
571,People Playground,2,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Simulation']",2019-07-23,4.67,5,8,,"{'yet': 1, 'owned': 19, 'toplay': 2, 'dropped': 1, 'playing': 3}",7
580,MechWarrior 5: Mercenaries,0,1,['PC'],1,['Epic Games'],"['Shooter', 'Action', 'Simulation']",2019-12-10,3.43,4,6,,"{'yet': 1, 'owned': 3, 'beaten': 2, 'toplay': 15, 'dropped': 4}",12
590,Acting Lessons,6,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],['Indie'],2019-07-25,4.29,4,7,,"{'yet': 2, 'owned': 15, 'beaten': 7}",7
598,Harry Potter: Wizards Unite,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Adventure', 'RPG']",2019-06-21,2.46,3,13,64.0,"{'yet': 2, 'owned': 5, 'beaten': 1, 'toplay': 3, 'dropped': 12}",6
604,Last Day Rules: Survival,0,1,['iOS'],1,['App Store'],"['Action', 'Simulation']",2019-12-06,4.07,4,15,,"{'yet': 1, 'owned': 7, 'toplay': 4, 'playing': 10}",12
621,Picross S3,0,1,['Nintendo'],None,None,['Puzzle'],2019-04-25,4.0,4,9,,"{'yet': 2, 'owned': 3, 'beaten': 10, 'toplay': 1, 'dropped': 1, 'playing': 4}",4
633,Mini Motorways,0,3,"['PC', 'iOS', 'Apple Macintosh']",2,"['Steam', 'App Store']","['Casual', 'Strategy', 'Indie', 'Simulation']",2019-09-19,3.88,4,6,,"{'yet': 3, 'owned': 2, 'beaten': 5, 'toplay': 5, 'dropped': 3, 'playing': 2}",9
637,Final Fantasy XV: Episode Ardyn,0,3,"['PC', 'PlayStation', 'Xbox']",None,None,['RPG'],2019-03-26,3.86,4,5,,"{'yet': 2, 'owned': 5, 'beaten': 7, 'toplay': 5, 'dropped': 1}",3
647,Snooker 19,6,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Indie', 'Simulation', 'Sports']",2019-04-16,2.5,4,6,,"{'yet': 1, 'owned': 14, 'beaten': 1, 'toplay': 1, 'dropped': 2}",4
652,Cricket 19,231,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",['Sports'],2019-05-28,4.0,4,6,,"{'yet': 1, 'owned': 12, 'beaten': 2, 'toplay': 1, 'dropped': 1, 'playing': 2}",5
659,space eater force,0,1,['PC'],1,['itch.io'],['Shooter'],2019-07-01,4.09,5,11,,"{'yet': 2, 'owned': 9, 'beaten': 1, 'toplay': 3, 'playing': 4}",7
661,Doraemon: Story of Seasons,0,2,"['PC', 'Nintendo']",None,None,"['RPG', 'Simulation']",2019-06-13,2.17,1,6,,"{'yet': 2, 'owned': 1, 'toplay': 11, 'dropped': 4, 'playing': 1}",6
665,Where Cards Fall,0,3,"['PC', 'iOS', 'Apple Macintosh']",2,"['Steam', 'App Store']","['Indie', 'Adventure']",2019-09-19,3.62,4,8,,"{'yet': 4, 'owned': 2, 'beaten': 3, 'toplay': 3, 'dropped': 5, 'playing': 1}",9
673,WRC 8 FIA World Rally Championship,0,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']","['Racing', 'Arcade']",2019-09-10,3.5,4,6,,"{'owned': 8, 'toplay': 4, 'dropped': 6}",9
677,SUPER DRAGON BALL HEROES WORLD MISSION,7,2,"['PC', 'Nintendo']",1,['Steam'],['Strategy'],2019-04-04,2.67,4,6,,"{'yet': 2, 'owned': 5, 'beaten': 2, 'toplay': 4, 'dropped': 3, 'playing': 2}",4
679,Art of War: Legions,0,1,['iOS'],1,['App Store'],"['Strategy', 'Simulation']",2019-10-23,4.1,4,10,,"{'owned': 8, 'toplay': 8, 'playing': 2}",10
680,NHL 20,0,2,"['PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",['Sports'],2019-09-13,3.83,4,6,,"{'owned': 8, 'beaten': 1, 'toplay': 3, 'dropped': 2, 'playing': 4}",9
715,Burning Daylight,0,2,"['PC', 'Web']",2,"['Steam', 'itch.io']","['Indie', 'Adventure']",2019-04-19,3.88,4,8,,"{'yet': 1, 'owned': 2, 'beaten': 9, 'toplay': 2, 'playing': 1}",4
724,Archero,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Casual', 'Action']",2019-05-13,4.2,4,8,,"{'owned': 5, 'beaten': 3, 'toplay': 1, 'dropped': 5, 'playing': 1}",5
728,Teamfight Tactics,0,3,"['PC', 'iOS', 'Android']",None,None,['Strategy'],2019-06-18,4.11,4,9,,"{'owned': 7, 'beaten': 1, 'dropped': 2, 'playing': 5}",6
742,Dr. Mario World,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Casual', 'Puzzle']",2019-07-10,3.55,4,11,58.0,"{'yet': 1, 'owned': 3, 'beaten': 1, 'toplay': 2, 'dropped': 4, 'playing': 3}",7
743,A Hat in Time - Nyakuza Metro,0,1,['PC'],1,['GOG'],[],2019-05-09,4.71,5,7,,"{'yet': 3, 'owned': 2, 'beaten': 6, 'toplay': 2, 'playing': 1}",5
746,Deathgarden™: BLOODHARVEST,0,1,['PC'],None,None,['Action'],2019-05-30,2.67,3,6,,"{'yet': 2, 'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 5}",5
755,Vader Immortal: A Star Wars VR Series,0,1,['PC'],None,None,['Action'],2019-05-21,4.17,4,6,,"{'owned': 2, 'beaten': 6, 'toplay': 2, 'dropped': 1, 'playing': 3}",5
757,AFK Arena,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Strategy', 'RPG']",2019-04-09,3.31,4,13,,"{'owned': 1, 'beaten': 1, 'toplay': 3, 'dropped': 3, 'playing': 6}",4
759,Bleak Sword,0,2,"['iOS', 'Apple Macintosh']",1,['App Store'],"['Adventure', 'Action']",2019-09-19,3.75,4,6,,"{'yet': 3, 'beaten': 4, 'toplay': 2, 'dropped': 4}",9
769,Gears POP!,0,3,"['PC', 'iOS', 'Android']",2,"['App Store', 'Google Play']","['Strategy', 'Action']",2019-08-22,2.88,4,8,64.0,"{'yet': 1, 'owned': 3, 'beaten': 1, 'toplay': 4, 'dropped': 4}",8
783,RAID: Shadow Legends,0,3,"['PC', 'iOS', 'Android']",2,"['App Store', 'Google Play']","['Action', 'RPG']",2019-03-01,2.8,3,9,,"{'owned': 5, 'beaten': 1, 'dropped': 6}",3
800,Top War: Battle Game,0,1,['iOS'],1,['App Store'],['Strategy'],2019-12-31,4.0,5,7,,"{'owned': 8, 'toplay': 2, 'playing': 2}",12
921,Bemuzed,0,1,['PC'],1,['itch.io'],"['Platformer', 'Puzzle']",2019-11-22,4.33,5,5,,"{'owned': 4, 'toplay': 4}",11
924,Possessions.,0,2,"['iOS', 'Apple Macintosh']",1,['App Store'],['Casual'],2019-09-19,3.67,4,6,,"{'yet': 1, 'beaten': 4, 'dropped': 3}",9
925,Robux.,0,1,['iOS'],1,['App Store'],[],2019-05-04,4.0,5,6,,"{'owned': 4, 'toplay': 3, 'playing': 1}",5
976,PK XD,0,1,['iOS'],1,['App Store'],"['Adventure', 'RPG']",2019-08-14,4.83,5,4,,"{'owned': 2, 'toplay': 4, 'playing': 1}",8
1090,macdows 95,0,1,['PC'],1,['Steam'],['Indie'],2019-09-05,4.0,4,5,,"{'yet': 1, 'beaten': 5}",9
1453,Ray Eager,0,1,['PC'],1,['Steam'],"['Massively Multiplayer', 'Action']",2019-11-11,4.83,5,5,,"{'owned': 2, 'playing': 1}",11
1495,Swing the Ball,0,1,['Android'],1,['Google Play'],"['Casual', 'Indie']",2019-02-20,4.12,4,6,,"{'owned': 2, 'toplay': 1}",2
1594,Stalker Online,0,1,['PC'],1,['Steam'],"['Indie', 'Massively Multiplayer', 'Action', 'RPG']",2019-10-15,2.83,3,5,,{'owned': 3},10
